studentNumber,class,SESSION_CD,grade
1009340394,BIOA01H3,20229,88
1009340394,CHMA10H3,20229,75
1009340394,HLTA02H3,20229,84
1009340394,LINA01H3,20229,73
1009340394,PSYA01H3,20229,84
1008085741,CSCB07H3,20229,70
1008085741,CSCB36H3,20229,60
1008085741,GGRA30H3,20229,91
1008085741,PSYA01H3,20229,78
1008085741,STAB52H3,20229,74
1008160963,BIOB10H3,20229,98
1008160963,BIOB33H3,20229,90
1008160963,BIOB50H3,20229,87
1008160963,BIOB90H3,20229,CR
1008160963,CHMB41H3,20229,90
1008160963,PSYA01H3,20229,92
1008996357,ANTA01H3,20229,73
1008996357,COPB50H3,20229,CR
1008996357,GASB57H3,20229,80
1008996357,PSYA01H3,20229,72
1009189227,BIOA01H3,20229,80
1009189227,CHMA10H3,20229,76
1009189227,LINA01H3,20229,56
1009189227,PSYA01H3,20229,67
1006545972,MGMB01H3,20229,70
1006545972,MGSB22H3,20229,73
1006545972,PHLB81H3,20229,71
1009079961,BIOA01H3,20229,81
1009079961,CHMA10H3,20229,81
1009079961,HISB63H3,20229,81
1009079961,MATA29H3,20229,90
1009079961,PSYA01H3,20229,79
1009295870,BIOA01H3,20229,74
1009295870,CHMA10H3,20229,70
1009295870,PHLB09H3,20229,68
1009295870,PSYA01H3,20229,66
1009450844,BIOA01H3,20229,65
1009450844,CHMA10H3,20229,79
1009450844,MATA29H3,20229,52
1008006943,ANTA01H3,20229,75
1008006943,EESA01H3,20229,78
1008006943,PHLA11H3,20229,79
1008006943,PSYA01H3,20229,77
1009326971,BIOA01H3,20229,70
1009326971,CHMA10H3,20229,72
1009326971,EESA09H3,20229,63
1009326971,MATA29H3,20229,72
1009326971,PSYA01H3,20229,70
1008622073,IDSA01H3,20229,78
1008622073,PHLA11H3,20229,80
1008622073,POLA01H3,20229,78
1008622073,PSYA01H3,20229,86
1009010776,BIOA01H3,20229,77
1009010776,EESA01H3,20229,65
1009010776,HLTA02H3,20229,81
1009010776,PSYA01H3,20229,82
1009103701,BIOA01H3,20229,81
1009103701,CHMA10H3,20229,86
1009103701,MATA29H3,20229,82
1009103701,MGTA01H3,20229,80
1009103701,PSYA01H3,20229,84
1009036614,BIOA01H3,20229,80
1009036614,CHMA10H3,20229,74
1009036614,HLTA02H3,20229,84
1009036614,LINA01H3,20229,83
1009036614,PSYA01H3,20229,83
1009113576,BIOA01H3,20229,81
1009113576,CHMA10H3,20229,81
1009113576,HLTA02H3,20229,80
1009113576,MATA30H3,20229,57
1009113576,PSYA01H3,20229,82
1009427522,ENGA10H3,20229,82
1009427522,HISB57H3,20229,91
1009427522,MDSA01H3,20229,91
1009427522,PSYA01H3,20229,89
1009427522,WSTA01H3,20229,88
1009158091,BIOA01H3,20229,65
1009158091,CHMA10H3,20229,64
1009158091,ENGA10H3,20229,73
1009158091,PSYA01H3,20229,60
1007285554,PSYC39H3,20229,73
1007285554,VPHA46H3,20229,79
1007285554,VPSB74H3,20229,77
1009573169,CLAA04H3,20229,81
1009573169,COPB50H3,20229,CR
1009573169,CTLA01H3,20229,86
1009573169,POLA01H3,20229,85
1009573169,PSYA01H3,20229,83
1009573169,RLGA01H3,20229,73
1006454052,POLC32H3,20229,84
1006454052,POLC38H3,20229,81
1006454052,PSYA01H3,20229,56
1006454052,SOCB22H3,20229,77
1006454052,SOCC03H3,20229,71
1006454052,SOCC37H3,20229,66
1009302675,BIOA01H3,20229,90
1009302675,HLTA02H3,20229,90
1009302675,LINA01H3,20229,93
1009302675,PSYA01H3,20229,85
1009329102,BIOA01H3,20229,87
1009329102,CHMA10H3,20229,77
1009329102,ENGA10H3,20229,86
1009329102,PSYA01H3,20229,90
1009329102,STAB22H3,20229,80
1008738092,ENGA10H3,20229,77
1008738092,PHLA11H3,20229,73
1008738092,PSYA01H3,20229,51
1009576371,BIOA01H3,20229,81
1009576371,CHMA10H3,20229,82
1009576371,MATA30H3,20229,87
1009576371,PHLB09H3,20229,72
1009576371,PSYA01H3,20229,75
1009642200,ANTA02H3,20229,67
1009642200,FREA96H3,20229,78
1009642200,MGEA01H3,20229,53
1009642200,POLA01H3,20229,78
1009642200,PSYA01H3,20229,60
1007419312,BIOB10H3,20229,98
1007419312,BIOB33H3,20229,90
1007419312,BIOB34H3,20229,88
1007419312,BIOB50H3,20229,89
1007419312,PSYA01H3,20229,87
1009159189,BIOA01H3,20229,94
1009159189,CHMA10H3,20229,94
1009159189,COPB50H3,20229,CR
1009159189,MATA29H3,20229,98
1009159189,PHYA11H3,20229,96
1009159189,PSYA01H3,20229,95
1009362280,BIOA01H3,20229,67
1009362280,CHMA10H3,20229,67
1009362280,PSYA01H3,20229,71
1008896964,BIOA11H3,20229,93
1008896964,COPB50H3,20229,CR
1008896964,CSCA08H3,20229,90
1008896964,LINA01H3,20229,94
1008896964,MATA31H3,20229,70
1008896964,PSYA01H3,20229,94
1009384603,BIOA01H3,20229,55
1009384603,HLTA02H3,20229,73
1009384603,PSYA01H3,20229,68
1009384603,STAB22H3,20229,56
1009546537,ANTA01H3,20229,56
1009546537,PHLB81H3,20229,63
1008317536,BIOB10H3,20229,89
1008317536,COPB50H3,20229,CR
1008317536,NROB60H3,20229,90
1008317536,PSYB07H3,20229,94
1008317536,PSYB55H3,20229,77
1008317536,PSYB70H3,20229,85
1008949676,ANTA01H3,20229,86
1008949676,COPB50H3,20229,CR
1008949676,PSYA01H3,20229,81
1008949676,WSTA01H3,20229,84
1009578672,BIOA01H3,20229,74
1009578672,CHMA10H3,20229,79
1009578672,COPB50H3,20229,CR
1009578672,MATA30H3,20229,70
1009578672,PHLB09H3,20229,68
1009578672,PSYA01H3,20229,66
1009035884,BIOA11H3,20229,73
1009035884,CLAA04H3,20229,80
1009035884,HLTA02H3,20229,79
1009035884,LINA01H3,20229,71
1009035884,PSYA01H3,20229,73
1008466553,BIOA11H3,20229,63
1008466553,CHMA10H3,20229,66
1008466553,MATA29H3,20229,62
1008466553,PSYA01H3,20229,75
1008801799,CSCA08H3,20229,80
1008801799,CSCA67H3,20229,70
1008801799,GGRA30H3,20229,83
1008801799,MATA31H3,20229,65
1008801799,PSYA01H3,20229,75
1008888125,HLTA02H3,20229,78
1008888125,IDSA01H3,20229,80
1008888125,PSYA01H3,20229,81
1006787327,COPC07H3,20229,CR
1006787327,PSYA01H3,20229,81
1006884409,CLAA05H3,20229,83
1006884409,COPC98H3,20229,CR
1006884409,CSCC01H3,20229,95
1006884409,CSCC10H3,20229,87
1006884409,CSCC37H3,20229,87
1006884409,CSCC43H3,20229,81
1006884409,PSYA01H3,20229,73
1007157719,PSYA01H3,20229,76
1009368435,BIOA01H3,20229,94
1009368435,CHMA10H3,20229,93
1009368435,LINA01H3,20229,97
1009368435,MATA29H3,20229,90
1009368435,PSYA01H3,20229,95
1009540221,BIOA01H3,20229,85
1009540221,CHMA10H3,20229,73
1009540221,MATA29H3,20229,81
1009540221,PHYA11H3,20229,66
1009540221,PSYA01H3,20229,96
1009000091,BIOA01H3,20229,86
1009000091,CHMA10H3,20229,86
1009000091,CLAA05H3,20229,78
1009000091,FSTA01H3,20229,85
1009000091,PSYA01H3,20229,85
1006078904,CSCC37H3,20229,67
1006078904,CSCC43H3,20229,74
1006078904,CSCC46H3,20229,67
1006078904,PSYA01H3,20229,75
1007853155,ANTA01H3,20229,84
1007853155,EESA01H3,20229,84
1007853155,PHLA11H3,20229,85
1007853155,PSYA01H3,20229,80
1007008523,CSCC10H3,20229,87
1007008523,CSCC37H3,20229,74
1007008523,MATB24H3,20229,75
1007008523,PSYA01H3,20229,86
1008849882,CSCA20H3,20229,62
1008849882,ENGB30H3,20229,67
1008849882,PSYA01H3,20229,65
1009271164,BIOA01H3,20229,78
1009271164,CHMA10H3,20229,71
1009271164,CLAA05H3,20229,73
1009271164,ENGA10H3,20229,82
1009271164,PSYA01H3,20229,78
1009012113,BIOA01H3,20229,57
1009012113,PSYA01H3,20229,67
1009152747,COPB50H3,20229,CR
1009152747,HLTA02H3,20229,87
1009152747,LINA01H3,20229,95
1009152747,PSYA01H3,20229,93
1009152747,VPSA62H3,20229,83
1009152747,VPSA63H3,20229,97
1009284588,ANTA01H3,20229,60
1009284588,BIOA01H3,20229,57
1009284588,CHMA10H3,20229,61
1009284588,ENGA10H3,20229,75
1009284588,PSYA01H3,20229,61
1009264314,BIOA01H3,20229,74
1009264314,PSYA01H3,20229,86
1009264314,STAB22H3,20229,76
1009300604,ENGA01H3,20229,94
1009300604,LINA01H3,20229,85
1009300604,PHLA11H3,20229,80
1009300604,POLA01H3,20229,85
1009300604,PSYA01H3,20229,87
1009150972,BIOA01H3,20229,85
1009150972,CHMA10H3,20229,77
1009150972,MATA29H3,20229,91
1009150972,PHYA11H3,20229,84
1009150972,PSYA01H3,20229,87
1008295168,EESA01H3,20229,60
1008295168,PSYA01H3,20229,61
1005116731,CSCC63H3,20229,61
1005116731,CSCC85H3,20229,85
1005116731,CSCD18H3,20229,74
1005116731,CSCD58H3,20229,76
1005116731,MGEA02H3,20229,57
1005116731,PSYA01H3,20229,70
1009388734,BIOA01H3,20229,66
1009388734,CHMA10H3,20229,70
1009388734,CSCA20H3,20229,85
1009388734,MATA29H3,20229,78
1009388734,PSYA01H3,20229,63
998435279,PSYC85H3,20229,57
1009556302,BIOA11H3,20229,77
1009556302,PHLA11H3,20229,79
1009556302,PSYA01H3,20229,76
1008359919,GGRA30H3,20229,71
1008359919,GGRB05H3,20229,69
1008359919,PSYA01H3,20229,73
1008359919,WSTB05H3,20229,78
1008359919,WSTB06H3,20229,76
1009427014,BIOA01H3,20229,76
1009427014,CHMA10H3,20229,70
1009427014,HLTA02H3,20229,80
1009427014,PHLA11H3,20229,78
1009427014,PSYA01H3,20229,76
1009194694,BIOA01H3,20229,73
1009194694,CHMA10H3,20229,74
1009194694,HLTA02H3,20229,74
1009194694,PSYA01H3,20229,75
1008834585,LINA01H3,20229,89
1008834585,MGEA01H3,20229,85
1008834585,MGTA01H3,20229,75
1008834585,PSYA01H3,20229,79
1008834585,STAB22H3,20229,98
1009250221,BIOA01H3,20229,80
1009250221,CHMA10H3,20229,74
1009250221,CLAA05H3,20229,82
1009250221,MATA29H3,20229,83
1009250221,PSYA01H3,20229,82
1009631329,ANTA01H3,20229,70
1009631329,HISA04H3,20229,72
1009631329,LINA01H3,20229,68
1009631329,MGTA01H3,20229,70
1009631329,PSYA01H3,20229,73
1008901119,BIOB10H3,20229,93
1008901119,COPB50H3,20229,CR
1008901119,CSCA20H3,20229,100
1008901119,POLB72H3,20229,81
1008901119,PSYA01H3,20229,92
1009014031,ENGA01H3,20229,84
1009014031,ENGA02H3,20229,81
1009014031,ENGB70H3,20229,85
1009014031,PSYA01H3,20229,86
1009577995,BIOA01H3,20229,88
1009577995,LINA01H3,20229,94
1009577995,PSYA01H3,20229,92
1009577995,WSTA01H3,20229,91
1005182071,POLD91H3,20229,74
1005182071,PSYA01H3,20229,61
1005182071,WSTB25H3,20229,71
1006433673,MUZC67H3,20229,93
1006433673,PSYA01H3,20229,53
1006433673,STAC62H3,20229,60
1006433673,STAD37H3,20229,50
1009412618,BIOA01H3,20229,80
1009412618,CHMA10H3,20229,79
1009412618,PSYA01H3,20229,79
1009412618,STAB22H3,20229,80
1008785655,CSCA20H3,20229,90
1008785655,HLTA02H3,20229,70
1008785655,PSYA01H3,20229,71
1008504717,CSCA20H3,20229,50
1008504717,HISA04H3,20229,67
1008504717,PSYA01H3,20229,59
1008268385,MUZA67H3,20229,91
1008268385,MUZB21H3,20229,86
1008268385,VPAB16H3,20229,81
1009620313,BIOA01H3,20229,50
1009620313,CHMA10H3,20229,53
1009620313,ENGA01H3,20229,62
1009620313,PSYA01H3,20229,61
1009620313,VPSA62H3,20229,67
997551457,PSYA01H3,20229,86
997551457,PSYB55H3,20229,70
997551457,PSYC30H3,20229,80
1009025742,BIOA01H3,20229,78
1009025742,CHMA10H3,20229,57
1009025742,MATA29H3,20229,57
1009025742,PSYA01H3,20229,83
1009025742,STAB23H3,20229,75
1009082699,ANTA02H3,20229,73
1009082699,BIOA01H3,20229,74
1009082699,CHMA10H3,20229,74
1009082699,MATA29H3,20229,75
1009082699,PSYA01H3,20229,64
1007986716,ANTB19H3,20229,82
1007986716,ANTB66H3,20229,78
1007986716,PSYA01H3,20229,73
1007986716,SOCB05H3,20229,80
1007986716,SOCB42H3,20229,83
1009404823,ANTA01H3,20229,76
1009404823,BIOA01H3,20229,75
1009404823,CHMA10H3,20229,70
1009404823,PSYA01H3,20229,78
1009404823,STAB22H3,20229,73
1007985165,CHMB41H3,20229,91
1007985165,COPB51H3,20229,CR
1007985165,PHLB09H3,20229,90
1007985165,PSYA01H3,20229,89
1007985165,STAB22H3,20229,98
1009354752,IDSA01H3,20229,87
1009354752,PHLA11H3,20229,83
1009354752,POLA01H3,20229,81
1009354752,PSYA01H3,20229,73
1007728309,EESA01H3,20229,82
1007728309,LINA01H3,20229,82
1007728309,MATB41H3,20229,80
1007728309,PSYA01H3,20229,76
1007728309,STAB52H3,20229,64
1008994386,BIOA01H3,20229,85
1008994386,CHMA10H3,20229,84
1008994386,MUZA80H3,20229,86
1008994386,PSYA01H3,20229,77
1009299536,BIOA11H3,20229,67
1009299536,PHLA11H3,20229,82
1009299536,PSYA01H3,20229,62
1008949738,BIOA01H3,20229,73
1008949738,LINA01H3,20229,72
1008949738,POLA01H3,20229,82
1008949738,PSYA01H3,20229,71
1008949738,THRA10H3,20229,91
1009137569,BIOA01H3,20229,67
1009137569,CHMA10H3,20229,57
1009137569,MATA29H3,20229,60
1009137569,PSYA01H3,20229,71
1007099202,PSYB07H3,20229,51
1007099202,PSYB55H3,20229,54
1009674354,BIOA01H3,20229,70
1009674354,CHMA10H3,20229,64
1009674354,MATA29H3,20229,60
1009674354,PSYA01H3,20229,66
1008959423,FREC01H3,20229,77
1008959423,MDSA01H3,20229,74
1008959423,PSYA01H3,20229,57
1008791247,BIOA01H3,20229,87
1008791247,CHMA10H3,20229,86
1008791247,CITA01H3,20229,78
1008791247,MATA29H3,20229,82
1008791247,PSYA01H3,20229,86
1009298387,ANTA02H3,20229,94
1009298387,BIOA01H3,20229,85
1009298387,LINA01H3,20229,90
1009298387,MATA29H3,20229,85
1009298387,PSYA01H3,20229,93
1008915373,BIOA01H3,20229,63
1008915373,CHMA10H3,20229,60
1008915373,HLTA02H3,20229,68
1008915373,PSYA01H3,20229,61
1008915373,STAB22H3,20229,65
1009724602,BIOA01H3,20229,60
1009724602,CHMA10H3,20229,65
1009724602,PSYA01H3,20229,64
1009724602,RLGA01H3,20229,56
1008270531,CLAA04H3,20229,58
1008270531,ENGA10H3,20229,85
1008270531,FSTA01H3,20229,85
1008270531,MUZA65H3,20229,95
1008270531,PHLA11H3,20229,79
1008270531,PSYA01H3,20229,70
1007264283,CITA01H3,20229,74
1007264283,CITB04H3,20229,78
1007264283,CITC14H3,20229,81
1007264283,HLTB16H3,20229,68
1007264283,STAB23H3,20229,75
1009007227,BIOA01H3,20229,86
1009007227,CHMA10H3,20229,84
1009007227,MATA29H3,20229,86
1009007227,PHYA11H3,20229,79
1009007227,PSYA01H3,20229,90
1009294924,BIOA01H3,20229,72
1009294924,CHMA10H3,20229,72
1009294924,HLTA02H3,20229,78
1009294924,PHLB09H3,20229,80
1009294924,PSYA01H3,20229,82
1008900851,BIOA01H3,20229,68
1008900851,CHMA10H3,20229,69
1008900851,MATA29H3,20229,73
1008900851,PSYA01H3,20229,76
1008344329,BIOA11H3,20229,74
1008344329,HLTA02H3,20229,77
1008344329,IDSA01H3,20229,77
1008344329,PSYA01H3,20229,66
1008957265,BIOA01H3,20229,86
1008957265,ENGA10H3,20229,85
1008957265,HLTA02H3,20229,75
1008957265,PSYA01H3,20229,85
1006494125,ANTC47H3,20229,85
1006494125,PHLC05H3,20229,74
1006494125,PSYC18H3,20229,85
1006494125,PSYC37H3,20229,85
1008203365,BIOA01H3,20229,70
1008203365,CHMA10H3,20229,67
1008203365,CSCA20H3,20229,88
1008203365,PHYA11H3,20229,58
1008203365,PSYA01H3,20229,62
1009126508,BIOA01H3,20229,78
1009126508,CHMA10H3,20229,78
1009126508,PSYA01H3,20229,81
1008958139,BIOA01H3,20229,77
1008958139,CHMA10H3,20229,82
1008958139,LINA01H3,20229,92
1008958139,MATA29H3,20229,94
1008958139,PSYA01H3,20229,74
1009264136,BIOA01H3,20229,73
1009264136,CHMA10H3,20229,83
1009264136,CSCA20H3,20229,96
1009264136,MATA29H3,20229,76
1009264136,PSYA01H3,20229,74
1009368505,BIOA01H3,20229,77
1009368505,CHMA10H3,20229,74
1009368505,MATA29H3,20229,65
1009368505,MDSA01H3,20229,80
1009368505,PSYA01H3,20229,67
1009257135,BIOA11H3,20229,63
1009257135,MATA32H3,20229,73
1009257135,MGEA02H3,20229,65
1009257135,MGTA01H3,20229,59
1009257135,PSYA01H3,20229,60
1006204796,BIOC35H3,20229,90
1006204796,BIOD27H3,20229,90
1006204796,BIOD95H3,20229,75
1006204796,PSYB32H3,20229,86
1008958362,BIOA01H3,20229,86
1008958362,CHMA10H3,20229,87
1008958362,PSYA01H3,20229,84
1009100811,BIOA01H3,20229,85
1009100811,CHMA10H3,20229,80
1009100811,CLAA05H3,20229,87
1009100811,ENGA10H3,20229,78
1009100811,PSYA01H3,20229,87
1009666023,HISA04H3,20229,85
1009666023,MATA32H3,20229,71
1009666023,MGEA02H3,20229,85
1009666023,PSYA01H3,20229,92
1009054844,BIOA11H3,20229,80
1009054844,COPB50H3,20229,CR
1009054844,HLTA02H3,20229,81
1009054844,PHLA11H3,20229,83
1009054844,PSYA01H3,20229,83
1009054844,STAB22H3,20229,77
1007209343,FSTA01H3,20229,85
1007209343,PSYB07H3,20229,70
1007209343,PSYB70H3,20229,78
1009132733,ENGA10H3,20229,82
1009132733,PHLA11H3,20229,83
1009132733,PSYA01H3,20229,86
1009132733,STAB22H3,20229,69
1008953660,BIOA01H3,20229,78
1008953660,CHMA10H3,20229,71
1008953660,FREA96H3,20229,88
1008953660,MATA29H3,20229,63
1008953660,PSYA01H3,20229,78
1009355555,BIOA01H3,20229,90
1009355555,CHMA10H3,20229,65
1009355555,EESA09H3,20229,98
1009355555,MATA30H3,20229,80
1009355555,PSYA01H3,20229,85
1005436404,BIOC35H3,20229,56
1005436404,HLTA02H3,20229,97
1005436404,PSYA01H3,20229,90
1009593940,FSTA01H3,20229,85
1009593940,PHLB81H3,20229,68
1009593940,PSYA01H3,20229,85
1008491053,PSYA01H3,20229,73
1009155593,BIOA01H3,20229,94
1009155593,CHMA10H3,20229,94
1009155593,MATA30H3,20229,99
1009155593,PHYA10H3,20229,91
1009155593,PSYA01H3,20229,91
1009033207,BIOA11H3,20229,65
1009033207,ENGB30H3,20229,72
1009033207,PSYA01H3,20229,72
1009410219,BIOA01H3,20229,63
1009410219,CHMA10H3,20229,57
1009410219,HLTA02H3,20229,67
1009410219,PSYA01H3,20229,55
1009410219,STAB22H3,20229,56
1009159198,BIOA01H3,20229,71
1009159198,CHMA10H3,20229,67
1009159198,JOUA01H3,20229,80
1009159198,PSYA01H3,20229,68
1008303426,LINA01H3,20229,86
1008303426,PHLA11H3,20229,82
1008303426,PSYA01H3,20229,84
1009075251,BIOA01H3,20229,83
1009075251,COPB50H3,20229,CR
1009075251,MDSA01H3,20229,91
1009075251,PSYA01H3,20229,85
1009544049,BIOA01H3,20229,73
1009544049,FREB50H3,20229,78
1009544049,HLTA02H3,20229,77
1009544049,PSYA01H3,20229,76
1009150687,BIOA01H3,20229,61
1009150687,CHMA10H3,20229,72
1009150687,ENGA01H3,20229,83
1009150687,MATA29H3,20229,63
1009150687,PSYA01H3,20229,54
1006388080,CHMA10H3,20229,57
1006388080,MATA30H3,20229,75
1006388080,PHYA10H3,20229,63
1008995483,ANTA01H3,20229,80
1008995483,BIOA01H3,20229,85
1008995483,CHMA10H3,20229,73
1008995483,MGTA01H3,20229,78
1008995483,PSYA01H3,20229,85
1009665701,BIOA01H3,20229,81
1009665701,CHMA10H3,20229,73
1009665701,MATA29H3,20229,87
1009665701,PHYA11H3,20229,58
1009665701,PSYA01H3,20229,81
1008768601,CSCA67H3,20229,56
1008768601,LINA01H3,20229,80
1008768601,PHLA11H3,20229,77
1008768601,PSYA01H3,20229,64
1009419014,BIOA01H3,20229,85
1009419014,CHMA10H3,20229,79
1009419014,LINA01H3,20229,86
1009419014,MATA29H3,20229,85
1009419014,PSYA01H3,20229,83
1009765620,BIOA01H3,20229,66
1009765620,CHMA10H3,20229,55
1009765620,LINA01H3,20229,56
1009765620,PHLB09H3,20229,62
1009765620,PSYA01H3,20229,78
1008846563,ANTA01H3,20229,84
